,subfamily,sum,celltype
pseudobulk_14,E2F/2:E2F,0.35396103277162183,naive B cell
pseudobulk_15,E2F/2:E2F,0.3936302433721721,naive B cell
pseudobulk_16,E2F/2:E2F,0.4485298527179111,mature natural killer cell
pseudobulk_17,E2F/2:E2F,0.39223269489593804,precursor B cell
pseudobulk_18,E2F/2:E2F,0.3865467616269598,naive B cell
pseudobulk_19,E2F/2:E2F,0.5116311883757589,late pro-B cell
pseudobulk_20,E2F/2:E2F,0.3714339208381716,naive B cell
pseudobulk_21,E2F/2:E2F,0.36303021272760816,precursor B cell
pseudobulk_22,E2F/2:E2F,0.45486096329113934,late pro-B cell
pseudobulk_23,E2F/2:E2F,0.33966706138744485,granulocyte
pseudobulk_24,E2F/2:E2F,0.35624055279185995,granulocyte
pseudobulk_25,E2F/2:E2F,0.33012213953770697,granulocyte
pseudobulk_26,E2F/2:E2F,0.35140269735711627,precursor B cell
pseudobulk_27,E2F/2:E2F,0.44503948304918595,hematopoietic precursor cell
pseudobulk_28,E2F/2:E2F,0.4504736339804367,Slamf1-negative multipotent progenitor cell
pseudobulk_29,E2F/2:E2F,0.43734877635142766,Slamf1-negative multipotent progenitor cell
pseudobulk_30,E2F/2:E2F,0.5109512126073241,common lymphoid progenitor
pseudobulk_31,E2F/2:E2F,0.44021835159219336,Slamf1-negative multipotent progenitor cell
pseudobulk_32,E2F/2:E2F,0.42898801565752365,Slamf1-negative multipotent progenitor cell
pseudobulk_33,E2F/2:E2F,0.44698891357984394,common lymphoid progenitor
pseudobulk_34,E2F/2:E2F,0.4533191082737176,Slamf1-negative multipotent progenitor cell
pseudobulk_35,E2F/2:E2F,0.48002435232001517,precursor B cell
pseudobulk_36,E2F/2:E2F,0.3845172282179874,hematopoietic precursor cell
pseudobulk_37,E2F/2:E2F,0.24869565885455813,granulocyte
pseudobulk_38,E2F/2:E2F,0.27657242317218333,granulocyte
pseudobulk_39,E2F/2:E2F,0.33153002715698676,granulocyte
pseudobulk_40,E2F/2:E2F,0.35367862884595525,monocyte
pseudobulk_41,E2F/2:E2F,0.3168595154565992,granulocyte
pseudobulk_42,E2F/2:E2F,0.3993589500532835,monocyte
pseudobulk_43,E2F/2:E2F,0.359919379371604,granulocyte
pseudobulk_44,E2F/2:E2F,0.23610741563607007,granulocyte
pseudobulk_45,E2F/2:E2F,0.39011230258620344,monocyte
pseudobulk_46,E2F/2:E2F,0.3706613185495371,granulocytopoietic cell
pseudobulk_47,E2F/2:E2F,0.38815038669417845,granulocyte
pseudobulk_48,E2F/2:E2F,0.3135999764490407,granulocyte
pseudobulk_49,E2F/2:E2F,0.2985034563062072,naive B cell
pseudobulk_50,E2F/2:E2F,0.45709883769450244,late pro-B cell
pseudobulk_51,E2F/2:E2F,0.39861795830802293,mature natural killer cell
pseudobulk_52,E2F/2:E2F,0.4432093778041235,precursor B cell
pseudobulk_53,E2F/2:E2F,0.5125366909778677,late pro-B cell
pseudobulk_54,E2F/2:E2F,0.42559710470959544,immature T cell
pseudobulk_55,E2F/2:E2F,0.3472890978155192,naive B cell
pseudobulk_56,E2F/2:E2F,0.393307014452148,immature B cell
pseudobulk_57,E2F/2:E2F,0.4115795739926398,naive B cell
pseudobulk_58,E2F/2:E2F,0.45209847213118337,mature natural killer cell
pseudobulk_59,E2F/2:E2F,0.48044331168057397,Slamf1-positive multipotent progenitor cell
pseudobulk_60,E2F/2:E2F,0.4713876597525086,granulocyte monocyte progenitor cell
pseudobulk_61,E2F/2:E2F,0.46959689442883246,Slamf1-negative multipotent progenitor cell
pseudobulk_62,E2F/2:E2F,0.4788474108208902,common lymphoid progenitor
pseudobulk_63,E2F/2:E2F,0.48885298433015123,Slamf1-positive multipotent progenitor cell
pseudobulk_64,E2F/2:E2F,0.3549268073620624,monocyte
pseudobulk_65,E2F/2:E2F,0.43639370203527506,monocyte
pseudobulk_66,E2F/2:E2F,0.25090394167636987,granulocyte
pseudobulk_67,E2F/2:E2F,0.22329597445059335,granulocyte
pseudobulk_68,E2F/2:E2F,0.42175304309785133,monocyte
pseudobulk_69,E2F/2:E2F,0.41819245773331204,macrophage
pseudobulk_70,E2F/2:E2F,0.3868019453875604,granulocyte
pseudobulk_71,E2F/2:E2F,0.23858463491342263,granulocyte
pseudobulk_72,E2F/2:E2F,0.22773157959454693,granulocyte
pseudobulk_73,E2F/2:E2F,0.4007203683941043,granulocyte
pseudobulk_74,E2F/2:E2F,0.41679066052893177,monocyte
pseudobulk_75,E2F/2:E2F,0.2318109050338535,granulocyte
pseudobulk_76,E2F/2:E2F,0.39745866820885567,naive B cell
pseudobulk_77,E2F/2:E2F,0.4801440655865008,Slamf1-negative multipotent progenitor cell
pseudobulk_78,E2F/2:E2F,0.47048198358970694,Slamf1-negative multipotent progenitor cell
pseudobulk_79,E2F/2:E2F,0.4826676319098624,Slamf1-negative multipotent progenitor cell
pseudobulk_80,E2F/2:E2F,0.4781577142784954,Slamf1-negative multipotent progenitor cell
pseudobulk_81,E2F/2:E2F,0.4671770944260061,granulocyte monocyte progenitor cell
pseudobulk_82,E2F/2:E2F,0.41863422042661114,granulocyte monocyte progenitor cell
pseudobulk_83,E2F/2:E2F,0.4661381074492965,Slamf1-negative multipotent progenitor cell
pseudobulk_84,E2F/2:E2F,0.2919253280533667,naive B cell
pseudobulk_85,E2F/2:E2F,0.33125026290872484,precursor B cell
pseudobulk_86,E2F/2:E2F,0.3190001836774172,precursor B cell
pseudobulk_87,E2F/2:E2F,0.4198889787803637,immature B cell
pseudobulk_88,E2F/2:E2F,0.4753895679314155,Slamf1-negative multipotent progenitor cell
pseudobulk_89,E2F/2:E2F,0.37694405474030646,naive B cell
pseudobulk_90,E2F/2:E2F,0.39896180402865866,naive B cell
pseudobulk_91,E2F/2:E2F,0.44021501978568267,macrophage
pseudobulk_92,E2F/2:E2F,0.4157904862659052,macrophage
pseudobulk_93,E2F/2:E2F,0.4082882301590871,immature B cell
pseudobulk_94,E2F/2:E2F,0.3839258710941067,naive B cell
pseudobulk_95,E2F/2:E2F,0.46309139888035133,Slamf1-negative multipotent progenitor cell
pseudobulk_96,E2F/2:E2F,0.33361374749802053,naive B cell
pseudobulk_97,E2F/2:E2F,0.48309173941379413,Slamf1-negative multipotent progenitor cell
pseudobulk_98,E2F/2:E2F,0.34996369842701824,immature T cell
pseudobulk_99,E2F/2:E2F,0.36315732142247725,immature NK T cell
